question,answer
What is the process to provide a scribe for pwd candidate?,"The facility of Scribe/Reader/Lab Assistant should be allowed to any person with benchmark disability as defined under section 2(r) of the RPwD Act, 2016 and has limitation in writing including that of speed if so desired by him/her. 

In case of persons with benchmark disabilities in the category of blindness, Locomotor disability (both arm affected-BA) and cerebral palsy, the facility of scribe/reader/lab assistant shall be given, if so desired by the person. 
In case of other category of persons with benchmark disabilities, the provision of scribe/reader/lab assistant can be allowed on production of a certificate to the effect that the person concerned has physical limitation to write, and scribe is essential to write examination on his behalf, from the Chief Medical Officer/Civil Surgeon/Medical Superintendent of a Government health care institution as per performa at Appendix I. 

The order further allows the candidate to opt for their own scribe/reader provided the qualification of the scribe is one step below the qualification of the candidate taking the examination. The candidate with bench-mark disabilities opting for their own scribe/reader should submit details of their own scribe as per performa at Appendix II 

Twenty minutes per hour compensatory time as per duration of examination will also be allowed to the candidates who are availing the facility of scribe/reader/lab assistant. "
Can we take a scribe with self at examination center?,"The facility of Scribe/Reader/Lab Assistant should be allowed to any person with benchmark disability as defined under section 2(r) of the RPwD Act, 2016 and has limitation in writing including that of speed if so desired by him/her. 

In case of persons with benchmark disabilities in the category of blindness, Locomotor disability (both arm affected-BA) and cerebral palsy, the facility of scribe/reader/lab assistant shall be given, if so desired by the person. 
In case of other category of persons with benchmark disabilities, the provision of scribe/reader/lab assistant can be allowed on production of a certificate to the effect that the person concerned has physical limitation to write, and scribe is essential to write examination on his behalf, from the Chief Medical Officer/Civil Surgeon/Medical Superintendent of a Government health care institution as per performa at Appendix I. 

The order further allows the candidate to opt for their own scribe/reader provided the qualification of the scribe is one step below the qualification of the candidate taking the examination. The candidate with bench-mark disabilities opting for their own scribe/reader should submit details of their own scribe as per performa at Appendix II 

Twenty minutes per hour compensatory time as per duration of examination will also be allowed to the candidates who are availing the facility of scribe/reader/lab assistant. "
Is it necessary to mention STD code with telephone number?,"This field in not mandatory, you can leave it empty in Application form."
Is it necessary to mention 10th class roll number?,YES
Is it necessary to mentioned 12th class roll number?,No need to fill roll no. for appearing candidate of January JEE (Main) -2020.
What is the criteria for foreign candidate?,"State code of eligibility means the code of the State from where the candidate has passed Class XII (or equivalent) qualifying examination by virtue of which the candidate becomes eligible to appear in JEE (Main) 2020. It is important to note that the State code of eligibility does NOT depend upon the native place or the place of residence of the candidate. For example, if a candidate appears for the Class XII examination in New Delhi and is a resident of NOIDA, Uttar Pradesh, the candidate’s State code of eligibility will be that of Delhi and NOT that of Uttar Pradesh. 
If a candidate has passed Class XII (or equivalent) qualifying examination from one State but appeared for improvement from another State, the candidate’s State code of eligibility will be from where the candidate first passed the Class XII (or equivalent) examination and NOT the State from where the candidate has appeared for improvement. 
Candidate passed/appearing class 12th from NIOS should select the State of Eligibility according to the State in which the study centre is located. For Indian nationals passing the Class XII (or equivalent) examination from an institution abroad, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. 
For Indian nationals passing the Class XII (or equivalent) examination from Nepal/Bhutan, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. 
The State code of eligibility of OCI/PIO passing Class XII (or equivalent) examination in India is at par with Indian nationals. However, OCI/PIO passing the Class XII (or equivalent) examination from an institution abroad are eligible for Other State quota seats or All India quota seats (but NOT for Home State quota seats) in all NITs, IIEST and Other-CFTI "
Is it necessary to apply for both paper?,NO
Is it necessary to mention passing year of 10th class in the JEE(Main) Application form? ,YES
Is it necessary to choose 4 exam city?,YES
How can a candidate fill his/her roll number if a candidate is applying as a appearing candidate?,No need to fill roll no. for appearing candidate of January JEE (Main) -2020.
How can a candidate convert percentile into the marks given in the score card of JEE(Main)?,Conversion from Percentile to Marks is not Possible
What is the date of result declaration of January JEE (Main) -2020?,KIndly read the Information bulletin of January J
What are the fee criteria for the Answer Key Challenge?,"After the January JEE (Main)-2020 examinations, the NTA will display provisional Answer Keys & Question Paper attempted by the candidate on the NTA’s websites www.nta.ac.in , www.nta.nic.in and jeemain.nta.nic.in The date shall be displayed on the NTA’s website for the same.

The challenge of provisional answer keys will be accepted online only through the link available on the websites www.jeemain.nta.nic.in and www.nta.nic.in on payment of a processing fee of Rs.1000/- per question. The fee can be paid by credit/debit card/Net banking/UPI/PAYTM service. The fee once paid is non-refundable. The NTA’s decision on the challenges shall be final and no further communication will be entertained.

The subject experts will examine all the challenges received and then a final answer key will be displayed and declared.
The result will be compiled on the basis of this final answer key declared. No grievance with regard to answer key(s) after declaration of result of January JEE (Main)- 2020 will be entertained.
b) Evaluation of multiple choice questions of B.E./B.Tech , B.Arch and B.Planning will be carried out using final answer keys and the raw (actual) marks obtained by a candidate will be considered further for computation of the result of January JEE (Main)-2020.
c) For multi-shift papers, raw marks obtained by the candidates in different shifts/sessions will be converted to NTA Score. 
d) The detailed procedure based on NTA Score being adopted is available on NTA’s website."
How can Candidate get his/her money back when the challenge is correct?,The challenge of provisional answer keys will be accepted online only through the link available on the websites jeemain.nta.nic.in and nta.nic.in on payment of a processing fee of Rs.1000/- per question. The fee can be paid by credit/debit card/Net banking/UPI/PAYTM service. The fee once paid is non-refundable. The NTA’s decision on the challenges shall be final and no further communication will be entertained.
Is there any provision for re-valuation/re-checking of the Score?,There is no provision for re-valuation of the score.
Is there any provision for re-valuation/re-checking of the Drawing Sheet?,There is no provision for re-valuation of the Drwaing sheet.
What are the Percentage criteria for B. planning Candidate?,"Eligibility for Admission to NITs, IIITs and CFTIs participating through Central Seat Allocation Board: 
Admission to B.E. / B.Tech / B.Arch / B.Planning. Courses in NITs, IIITs and CFTIs participating though Central Seat Allocation Board will be based on All India Rank subject to the condition that the candidate should have secured at least 75% marks in the 12thclass examination, or be in the top 20 percentile in the 12th class / Qualifying examination conducted by the respective Boards. For SC/ST candidates the qualifying marks would be 65% in the 12th class / qualifying examination. 


The eligibility criteria decided by the Council of Architecture for admission to B.Arch. course other than NITs, IIITs, CFTIs: 
“No candidate shall be admitted to architecture course unless she/he has passed an examination at the 
end of the qualifying examination with 50% marks in Physics, Chemistry and Mathematics and also 50% 
marks in aggregate of the qualifying examination”. 

For B.Planning, the candidates should have passed qualifying examination with 50 % marks in Mathematics and 50% marks in aggregate of the qualifying examination. 




Subject combinations required in the qualifying examination for admission to B.E./B.Tech, B.Arch and B.Planning Courses in NITs, IIITs, and other CFTIs shall be as under. "
What is the process of frisking at examination center?,"Candidates shall maintain perfect silence and attend to their Question Paper only. Any conversation or gesture or disturbance in the Examination Room/Hall shall be deemed as misbehavior. If a candidate is found using unfair means or impersonating, his/her candidature shall be cancelled and he/she will be liable to be debarred for taking examination either permanently or for a specified period according to the nature of offence. 

Candidates are not allowed to carry any textual material, Calculators, Docu Pen, Slide Rules, Log Tables, and Electronic Watches with facilities of calculator, printed or written material, and bits of papers, mobile phone, pager or any other device, except the Admit Card and ID proof inside the Examination Room/Hall. If any candidate is in possession of any of the above item, his/her candidature will be treated as unfair means and his/her current examination will be cancelled & he/she will also be debarred for future examination(s) & the equipment will be seized. 

The Candidates, especially those who are carrying the barred items, including the metallic objects such as Kara and Kirpan etc., should report their respective Examination Centers one and half hour before the gate closing time, for ensuring timely checking/frisking and entry to the Examination Hall. 

If upon screening at the Examination Centre, it is discovered that any candidate is actually carrying, within the ‘Kara’ and ‘Kirpan’, a suspect device, he/she may be asked not to take it in the Examination Hall (as directed by the Hon’ble Delhi High Court vide its Order dated 03.05.2018). The decision of NTA on unfair means will be final and no correspondence will be entertained in this regard. "
How can a Candidate Register for Mock test?,"National Testing Agency (NTA) has established a network of Test Practice Centres spread all over India to help the students aspiring to appear in examinations to be conducted by the NTA from 2019 onwards. The students can practice and train themselves before the examination for the “Computer Based Test (CBT)” mode of examinations. 

The experienced, qualified and professional Nodal officer and staff available at the TPC will help and motivate the students to clear their doubts and solve problems and to make them familiar with the CBT mode of examinations. 

For details see the NTA Websites: www.nta.ac.in / https://www.ntatpcsr.in/login/ "
What is the last date for fee submission of January JEE (Main) 2020?,The last date of Payment is 01.10.2019
What is the background Color of a Candidate Photograph?,"Candidates are advised to upload the photograph and signature in the following format 
(a) The recent photograph should be coloured or black/white (but clear contrast). 
(b) Scanned photograph and signature should be in JPG/JPEG format. 
(c) Size of scanned photograph should be between 10 kb to 200 kb. 
(d) Size of scanned signature should be between 4 kb to 30 kb. 
Note: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours. 
Photograph without name and date is also accepted but photograph should be latest 
For more details kindly read the Information Bulletin of January JEE (Main)-2020. "
What is the mode of Examination forDrawing Test?,Offline
Is it necessary to upload the scanned photograph and signature?,"Candidates are advised to upload the photograph and signature in the following format 
(a) The recent photograph should be coloured or black/white (but clear contrast). 
(b) Scanned photograph and signature should be in JPG/JPEG format. 
(c) Size of scanned photograph should be between 10 kb to 200 kb. 
(d) Size of scanned signature should be between 4 kb to 30 kb. 
Note: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours. 
Photograph without name and date is also accepted but photograph should be latest 
For more details kindly read the Information Bulletin of January JEE (Main)-2020. "
When will be the Admit Card available on the website?,Printing of Admit Cards from NTA’s website on 06.12.2019
What is the compensatory timeallowed for PWD Candidate?,"The facility of Scribe/Reader/Lab Assistant should be allowed to any person with benchmark disability as defined under section 2(r) of the RPwD Act, 2016 and has limitation in writing including that of speed if so desired by him/her. 

In case of persons with benchmark disabilities in the category of blindness, Locomotor disability (both arm affected-BA) and cerebral palsy, the facility of scribe/reader/lab assistant shall be given, if so desired by the person. 
In case of other category of persons with benchmark disabilities, the provision of scribe/reader/lab assistant can be allowed on production of a certificate to the effect that the person concerned has physical limitation to write, and scribe is essential to write examination on his behalf, from the Chief Medical Officer/Civil Surgeon/Medical Superintendent of a Government health care institution as per performa at Appendix I. 

The order further allows the candidate to opt for their own scribe/reader provided the qualification of the scribe is one step below the qualification of the candidate taking the examination. The candidate with bench-mark disabilities opting for their own scribe/reader should submit details of their own scribe as per performa at Appendix II 

Twenty minutes per hour compensatory time as per duration of examination will also be allowed to the candidates who are availing the facility of scribe/reader/lab assistant. 

Important Note: The reservation policy, as announced by the government from time to time will be followed by the admitting institutes. The candidates are advised to look for the details at the time of admission. 

No change in the category will be entertained after the last date of JEE (Main)-2020 application form and no subsequent changes will be effective after declaration of JEE (Main) NTA Score 2020. 
The category entered in the JEE (Main) database by the candidate will be used by the JEE (Advanced). "
"If there is any technical fault happening during the exam, is there any compensatory time will be given to the Candidate?",image size and
How can a candidate get previous year JEE (Main) NTA score Card?,
How can a candidate get previous year JEE (Main) Admit Card?,
What are the eligibility criteria for appearing in JEE (Advanced) 2020?,"All the candidates aspiring to take admission to the undergraduate programs at IITs for the year 2020 will have to appear in the B. E. /B. Tech. of JEE (Main)-2020. Based on the performance in the B. E. /B. Tech. of JEE (Main)-2020, number of top candidates as per the requirement of JEE (Advanced) (including all categories) will be eligible to appear in JEE (Advanced)-2020. 

A candidate can attempt JEE (Advanced) a maximum of two times in consecutive years irrespective of whether or not he/she passed the Qualifying Examination. The candidates, who have attempted JEE (Main) /JEE (Advanced) in 2018 or earlier, are NOT ELIGIBLE to appear in JEE (Advanced)–2020. 

The candidate who had taken admission in any institute other than IITs in 2019 is eligible to appear in JEE (Advanced)–2020 provided that the candidate satisfies other eligibility criteria. "
What is the application procedure for JEE (Advanced) 2020?,Kindly contact to Advance office.
Whether the NIOS board candidate can appear for January JEE (Main) 2020?,"Candidate passed/appearing class 12th from NIOS should select the State of Eligibility according to the State in which the study centre is located. For Indian nationals passing the Class XII (or equivalent) examination from an institution abroad, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. "
Is it necessary to take a pwd certificate at the examination center in January JEE (Main) 2020?,YES
What is the Email id of JEE (Main)?,jeemain-nta@gov.in
What is the eligibility criteria for NRI student?,"eligibility of OCI/PIO passing Class XII (or equivalent) examination in India is at par with Indian nationals. However, OCI/PIO passing the Class XII (or equivalent) examination from an institution abroad are eligible for Other State quota seats or All India quota seats (but NOT for Home State quota seats) in all NITs, IIEST and Other-CFTI"
"In Case if we are challenging the questions, will we get the refund if the question is found to be correct?",NO
In case if any Natural Disasters occur in the city will there be any chances of re-scheduling the exam date?,A decesion will be taken by higher Authority
Will there be any chances to modify the state of eligibility after submitting the details to NTA?,"An opportunity after a week of last date will be given to the candidates who have paid their fees and completed all the steps for such corrections, if any. The Correction in particulars of Application Form will be done through website (login with Application No. & Password) only from 11.10.2019 to 17.10.2019. No correction will be allowed thereafter. It is a onetime correction facility to the candidates to avoid any hardship to them, the candidates are informed to undertake the correction(s) very carefully as no further chance will be given. Moreover any changes in the correction have to be done online & cannot be sent in the form of hard copy/email /by hand /by post. 
For more details kindly see “SCHEDULE OF EVENTS WITH DATES” of Information Bulletin of JEE (Main)-2020. 
NOTE: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application and fees payment. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours 
Regards, JEE (Main) Unit, 
NTA "
"Will Candidate be allowed to take any objects like cushion/Towels, Napkins etc. to the examination center?","Candidates shall maintain perfect silence and attend to their Question Paper only. Any conversation or gesture or disturbance in the Examination Room/Hall shall be deemed as misbehavior. If a candidate is found using unfair means or impersonating, his/her candidature shall be cancelled and he/she will be liable to be debarred for taking examination either permanently or for a specified period according to the nature of offence. 

Candidates are not allowed to carry any textual material, Calculators, Docu Pen, Slide Rules, Log Tables, and Electronic Watches with facilities of calculator, printed or written material, and bits of papers, mobile phone, pager or any other device, except the Admit Card and ID proof inside the Examination Room/Hall. If any candidate is in possession of any of the above item, his/her candidature will be treated as unfair means and his/her current examination will be cancelled & he/she will also be debarred for future examination(s) & the equipment will be seized. 

The Candidates, especially those who are carrying the barred items, including the metallic objects such as Kara and Kirpan etc., should report their respective Examination Centers one and half hour before the gate closing time, for ensuring timely checking/frisking and entry to the Examination Hall. 

If upon screening at the Examination Centre, it is discovered that any candidate is actually carrying, within the ‘Kara’ and ‘Kirpan’, a suspect device, he/she may be asked not to take it in the Examination Hall (as directed by the Hon’ble Delhi High Court vide its Order dated 03.05.2018). The decision of NTA on unfair means will be final and no correspondence will be entertained in this regard. "
When will Jee registration?,03.09.2019 to 30.09.2019 (upto 11:50pm)
when will start online registarion for jee main,3rd of September
registration dates for jee main,03.09.2019 to 30.09.2019 (upto 11:50pm)
registration dates for jee,03.09.2019 to 30.09.2019 (upto 11:50pm)
tell me about JEE?,Joint Entrance Examination (JEE) is an engineering entrance examination conducted for admission to various engineering colleges in India. It is constituted by two different examinations - JEE Main and the JEE Advanced. The exams are of the objective pattern. JEE Advanced is regarded internationally as one of the most challenging undergraduate admission tests.
What is JEE?,Joint Entrance Examination (JEE) is an engineering entrance examination conducted for admission to various engineering colleges in India. It is constituted by two different examinations - JEE Main and the JEE Advanced. The exams are of the objective pattern. JEE Advanced is regarded internationally as one of the most challenging undergraduate admission tests.
What Is Meant By Jee Mains?,"Joint entrance examination (JEE) is an entrance exam for studying engineering in various engineering colleges, JEE mains is a qualifying qualifying exam for JEE advance, which gets admission to the candidate in the iits"
How Many Attempts Are There For JEE Mains?,"JEE Mains is a national level exam conducted to get into institutes like NITs, IIITs, and GFTIs. This exam will be conducted by National Testing Agency (NTA). It has been announced that this exam will be conducted twice in a year."
How Many Attempts Are There For JEE Mains?,"Candidate can appear for three attempts for JEE mains. This exam will be conducted two times in a year that is in January and April, so total attempts are six. Hence the students will get chance to appear three times and can try for better score in order to get the best college for engineering. It is not necessary to appear for both exams which will be held in January and April. A candidate can either give one exam or both as per his/her wish. "
Can I Give Jee Advanced After Taking Admission In Nit?,"Yes a candidate who has taken admission in nit can give JEE advanced but it becomes difficult to cope up with the syllabus of nit and preparation for JEE advanced. JEE mains is mandatory to qualify to get admissions in nits, based on the ranks in JEE mains, a candidate can take admission in various nits but to get into iits, one has to go through JEE advanced, and get success in qualifying it with very good marks"
Is There Any Negative Marking In Jee Advanced?,"Yes , JEE advanced does have negative marking in single correct answers, multiple correct answers and comprehension type as well. but there is no negative marking in the integer type questions. paper i will have single correct which will be given 3 marks per correct answer and 1 mark will be deducted for incorrect answer, multiple correct will be given 4 marks per correct answer and 2 marks will be deducted for each incorrect answer, numerical questions 3 marks will be alloted with no negative marking. same pattern will be followed for paper ii, the only difference is instead of integer type there will be comprehension type questions."
Is Jee Mains Very Tough?,"Yes it is tough, because of huge syllabus, remembering formulae, concepts, everything a student has to apply in JEE exam where time is too less to analyze a problem, solve it and most importantly to get the correct answer"
How Can I Get Admission In Iit?,"One can get admission in iits for various courses, for engineering one has to give JEE mains and JEE advanced both. except this one can enter into iits for other courses as well through jam (joint admission test) for m.sc., gate (graduate aptitude test in engineering),for designing courses uceed (undergraduate common entrance examination for design), ceed(common entrance exam for design), hsee (humanities and social sciences entrance exam), cat (common admission test) for mba in iits."
Can I Get Admission In Iit After Diploma?,One can not get admission directly in to iits after diploma like other colleges where they give admission to diploma holders in second year of b.tech or b.e. candidates who are diploma holders and want admission in iits for pursuing engineering has to give JEE mains and JEE advanced and get a high score to get top iit college.
What Is The Difference Between Iit And Jee?,"JEE stands for joint entrance exam, which is a national entrance exam for engineering course from various engineering colleges across country, iit is indian institute of technology, most prestigious colleges to study engineering, candidates who qualify JEE mains, will be applicable to appear in JEE advanced exam to get admission into iits."
How Can I Prepare For Iit Jee At Home?,"Preparation for iit JEE starts from 11th class itself, so try to understand the concepts and revise them on a regular basis, keep solving the problems based on each topic, after the student is through with the concept, try solving questions from last year iit JEE exam papers. a student can also go through study material present on various websites who works devotedly for iit JEE study material."
Which IIT Will Conduct Jee Advanced 2020?,"JEE (joint entrance exam) advanced 2020 will be conducted by prestigious IIT Delhi. JEE advanced will be held on may, 17, 2020, sunday."
Can Diploma Holders Are Eligible For Jee Main 2020?,"Yes diploma holders are eligible to appear for iit JEE 2019, but they will be considered similar to 12th passed candidates. they will not be given admission in second year of engineering in iits, diploma holders have to appear for JEE mains, qualifying which will be a eligibility criteria for JEE advanced exam which will be including two papers both the papers are compulsory."
Whether the examination will be offline or online?,This will be Computer Based Test and will be conducted through Online mode only
How Can I Appear In Jee Mains?,"A candidate should have qualified class 12th, in 2018 or 2019 or the one appearing for the 12th class exam in 2020. even diploma students who have completed their degree can appear for JEE mains, like 12th passed students."
Is Aieee And Jee Main Same?,"Yes, aieee and JEE main are same because after qualifying these exams candidates will get admission for engineering course in nits, government funded technical institutes, private institutes. these exams can not get one in to iit, in order to get admission for engineering in iits, one has to qualify JEE mains and will have to appear for JEE advanced and get success in it."
How Can I Check My JEE Mains exam Date 2020?,"Joint Entrance Exam (JEE) has been announced to be conducted in January and April in 2020. This is the first phase to enter one of the prestigious colleges of India. After qualifying JEE Mains, candidates have to options to take up. The first option is that they can take admissions in NITs, IIITs, and CFTIs. NTA will be conducting JEE Mains 2020. Candidates who have desire to appear for JEE, there is a good news because this exam will be conducted two times a year, so you have better chances to try again. A candidate can check the JEE Mains exam date, time, shift, centre by visiting the official site of JEE and then application number needs to be entered along with the password, and then click the search, the details will be displayed and take the print out for future use.  JEE Mains 2020will be conducted in various cities and states across the country. There will be 264 cities in India and 9 foreign cities where exam will be conducted. "
Is Jee And Iit Same?,"JEE stands for joint entrance exam, which is a national entrance exam for engineering course from various engineering colleges across country, iit is an institute (indian institute of technology), most prestigious colleges to study engineering, candidates who qualify JEE mains, will be applicable to appear in JEE advanced exam to get admission into iits."
What Is Difference Between Jee Main And Jee Advanced?,"JEE mains 2020 will be conducted by nta (national testing agency), this exam is conducted in january to get admissions into various government and private colleges depending upon the rank of the candidate, whereas JEE advanced is an exam conducted for 23 iits, the candidates who qualify the JEE mains can appear for JEE advance so qualifying JEE mains is the criteria to sit in JEE advanced ."
Is Jee Advanced The Toughest Exam In The World?,"Yes JEE advanced is one of the toughest exam of the world, as only five out of 100 will achieve success in JEE advanced. it is tough because of the huge syllabus of two years course of 11th and 12th, including chemistry, maths and physics. a candidate has to recall two years course during 3 hours of the exam, speed of solving questions needs to be fast so concepts and formulas must be on their tips. also it includes two phases that is JEE mains and JEE advanced, those candidates who are able to qualify JEE mains can appear for JEE advanced."
How Many Times Can We Give Jee Mains?,A candidate can give JEE mains three times. in one year a candidate can give JEE mains two times so totally one can give JEE mains six times
How Many Hours Should An Iit Aspirant Sleep?,"Getting into iit through JEE appears to be a nightmare for the candidates who are aspiring to get into iits. most of the time the students will be under pressure and stress, so they will not eat and sleep properly. few of them will continuously be sitting with books without food and sleep. one has to be crazy for the competitive exams like JEE but proper sleep and managing day is also important. brain also need proper rest in the form of sleep to grasp more. so it’s important to be healthy. hence 6-7 hours sleep is required."
Can I Give Jee Mains 3Rd Time?,"Yes, the JEE mains can be given 3rd time if failed in previous 2 years attempts, candidate must keep trying with full zeal. as he or she can get the fruitful result by working hard."
How Many Hours Should Study For IIT?,"Studying hours does not have a hard and fast rules, few students study for 2 hours, few 4 hours. one thing a student has to remember whenever you are studying, you should be completely into it. if one is studying chemistry topic so concentrate completely on that [particular topic of chemistry, do not think about maths or physics during that time. revision after the study is very important, keep 1 to 2 hours for solving questions which you have studied. so 4 to 5 hours study starting form 11th class will be helpful for JEE."
How Many Attempts Are There In IIT?,"Being an IITian is not an easy task. There are two phases in order to get into IIT. The first phase is JEE Mains and the second phase is JEE Advanced. The difficulty level of the second phase is much more than the first phase. The pattern of the questions will also be different.Candidate can give JEE Mains two times so they have better chances to do better. A candidate can appear for JEE Mains two times in a year for successively three years, hence totally six attempts are available."
How Many Hours Should You Study Everyday?,"Study hours differ from student to student, and also according to the course or competition a student studying for, for normal course 1 hour per subject will be a good strategy, whereas preparation for any competitive exam demands a proper management of time and schedule for each day. one should be regular and stick to the schedule made for each day, so for competition 6-7 hours study is mandatory."
What Percentage Is Required For IIT?,"Percentage required for iit is 75 percent for candidates belonging to general, obc-ncl and 65 percent to the candidates belonging to the categories like sc, st, pwd. so the candidate who wants to appear for iit exam must qualify 12th with 75 percent for general, obc category and 65 percent for other reserved categories like sc, st, pwd."
Are 12Th Marks Important For Jee?,"The marks that students secure is both necessary and at the same time not so crucial or important for JEE exams. Class 12 marks have no weightage in the preparation of JEE Main ranks. Students should know that the ranks will be determined based on the student’s score in the entrance exam.
However, for admission into IITs, NITs, CFTIs the score that candidates have secured in their class 12 board exam will be taken into account. In this, candidates should have passed their exam with a minimum of 75 percent and for SC/ST it should be 65 percent. Students should further be in the top 20 percentile to be eligible for admissions."
"If I am appearing for improvement in 2020, what should I enter in my class 12 marks section in the JEE Main application form?","In the JEE Main 2020 application form, you have to enter the year of passing as 2018 or 2019 - whichever year you have attempted the class 12 exam for the first time. The roll number also should be the one for that year. The improvement marks will be asked during counselling as per NTA and not for the exam."
What should my state of eligibility to be eligible under home state quota for NITs,The state of eligibility should be the same as to which state the NIT is located to be eligible for home state quota for NITs.
Can I appear for improvement in one subject in Class 12 and apply for JEE Main 2020?,"Yes you can apply for JEE Main. However, the pass percentage clause comes only for admissions during counselling. To apply to JEE Main, there is no specific pass percentage clause."
"If I fail in one subject in Class 12, can I still apply for JEE Main 2020?","If you appeared for Class 12 in 2017 but failed in the subject and are appearing in 2018, you are not eligible. However, if you appeared in 2018 and have failed in one subject, you have cleared it in 2019, you are eligible. If you have failed in 2018 and are appearing in 2020, you are eligible to appear for JEE Main 2020 examination. "
"If I appear for improvement in five subjects, which scores will be considered for JEE Main 2020?",Better of the two scores will be considered by the exam authorities
"What is the eligibility criteria to apply for NITs, IIITs and GFTIs?",He/She must obtain a minimum of 75% marks (65% for SC/ST category) or be in the top 20 percentile in class 12 or equivalent.
 I am confused regarding the state code of conduct. What is it?,"Basically, the state code of conduct is for candidates who have passed the class 12 exam from a particular state. It is just the code that has been given to a particular state."
Is there any separate eligibility requirement for international applicants?,"No, there is no such requirement. Eligibility criteria are the same for both Indian and International applicants. However, it is important to have scored marks/grades equivalent to the required percentage from a board recognized by AIU."
"If I am appearing for an improvement exam in one subject in Class 12, can I still apply online for JEE?","Yes, you can apply online for the examination. However, you must produce the mark sheet stating that you have secured 75% and above percentile (65% for SC/ ST) in QE at the time of admissions. "
Is Aadhar Card mandatory for JEE Main 2020?,No. Aadhar Card is not mandatory for JEE Main 2020. Any identification proof is sufficient for the JEE exam. 
 What are the eligibility criteria for Paper 3 of JEE Main?,Paper 3 of JEE Main 2020 is exclusively for B. Planning program. Candidates who have passed class 12 exam with mathematics with a minimum of 75% marks are eligible for the Paper 3.
 I will be appearing for the class 12 Board exam in March 2020. Am I eligible for JEE Main 2020 January Session?,Yes. Candidates appearing for the class 12 exam in 2020 are eligible for the January session of JEE Main.
What is the minimum percentage of marks required for a candidate from the reserved category? ,A candidate from the reserved category must have at least 65% marks in class 12 or equivalent qualifying exam.
 I was born in Noida but I passed 12th from Delhi. What will be my state of eligibility?,"If a candidate appears for the Class XII examination in New Delhi and is a resident of NOIDA, Uttar Pradesh, the candidate’s State code of eligibility will be that of Delhi and NOT that of Uttar Pradesh."
Will Jee Mains 2020 Be Easy?,"Cracking the competitive exams like JEE mains is an easy task by any standard. but if a candidate has done a smart study by studying the concepts of 11th and 12th chemistry, maths and physics clearly , revised them properly and practiced a lot of sample papers and last year question papers, the exam will not be a nightmare for that candidate. one more important point is to analyze the last 2-3 years question papers of JEE mains inorder to find out from which topics questions include a lot of weightage in iit mains are going to make the exam easy."
Will Jee Mains 2020 Be Online?,"Yes JEE mains will be conducted in online mode. so the candidates will have the chance to change their answers anytime during the exam, this is one of the advantage of online mode exam.JEE mains will be conducted two times in a year, first round in january 2020 and the second round will be in april 2020."
What Is The Importance Of Jee Exam?,JEE is divided into two phases- JEE mains which is the join entrance exam for getting admission into various prestigious engineering colleges (both government and private) across country. the second phase of JEE exam is JEE advanced which is given by the candidates who qualify the JEE mains and those who finally get success in JEE advanced will get admission in 23 iits for studying engineering
Is Jee Mains Very Tough?,"Yes it is tough, because of huge syllabus, remembering formulae, concepts, everything a student has to apply in JEE exam where time is too less to analyze a problem, solve it and most importantly to get the correct answer"
Who Are Eligible For Jee Advanced?,"Most important eligibility for JEE advance is to qualify JEE mains, second is the candidate who is 25 years or more can also sit for JEE advanced,candidate should have passed class 12th with a minimum passing marks. candidates belonging to general category must get 75 percent in 12th, and candidates belonging to sc,st,pwd must get 65 percent of marks in 12th board exam or any other equivalent qualifying exam."
Will Cbse Conduct Jee Mains?,"Jee Mains conducting authority is with NTA from 2019 onwards.NTA will be conducting exam twice a year, one in January and another in April."
Is Dropping A Year A Good Option For Jee?,"Dropping a year for JEE will be good if a candidate is serious about this exam. one also has to examine his or her potential and interest before taking the decision of dropping one year. also analyze your JEE mains result of the first attempt, if one is capable to get better score then go ahead for another one year of preparation with full dedication. do not be under pressure when you drop a year instead think positive about this one year as opportunity to crack JEE mains with high score and secure your future."
Is It Worth Taking A Drop For Jee?,"This is a highly dillemetic question for many a candidates who did not get good score in the first attempt. few will think dropping one year will be waste of time and in that on year they can complete one year of bachelor course. second thought comes is that of money as now a days, coaching demanding huge amount of money, so will that money be wasted. if a candidate really want to be in iit than dropping a year will be worth as even the statistical analysis says the JEE was cracked more in number by those who were droppers or repeaters."
Which Is Easier Bitsat Or Jee Mains?,"Bitsat has more number of questions which is 150 and additionally 12 more questions if the time is left and duration to solve the questions is 3 hours. level of questions in bitsat is low and around 70 percent of the questions are directly from class 12th formula based and theoretical. whereas in case of JEE mains number of questions are less than bitsat, JEE mains have 90 questions which needs to be solved in a duration of 3 hours but level of questions is very high and more logical based and tough."
