question,answer
"If a Candidate register for JEE (Main) Examination-2020 successfully but did not get any confirmation Mail/SMS, what he/she need to do?","The candidates are required to check the status of fee payment at NTA websites jeemain.nta.nic.in 
nta.nic.in and if the status is ‘OK’ the candidate will be able to take the printout of Confirmation Page. In case, the fee payment status is not ‘OK’ the candidates are advised as 
following:- 

If the fee is paid through credit/debit card/Netbanking/UPI /PAYTM and status is not OK, it means the transaction is cancelled and the amount will, automatically, be refunded to concerned credit/debit card/Net Banking/UPI/PAYTM Account within 15 days. Therefore, such candidates have to pay the fee once again and ensure the fee status OK. 
For more details kindly read the Information Bulletin of January JEE (Main)-2020. "
Whether the photograph without the name and date of the photograph is accepted?,"Any candidate has uploaded the photograph without Name and Date inadvertently, the same will also be accepted.”"
The candidate is asking percentage in class 12/percentage in diploma while applying in JEE (Main) -2020?,"Admission to B.E. / B.Tech / B.Arch / B.Planning. Courses in NITs, IIITs and CFTIs participating though Central Seat Allocation Board will be based on All India Rank subject to the condition that the candidate should have secured at least 75% marks in the 12thclass examination, or be in the top 20 percentile in the 12th class / Qualifying examination conducted by the respective Boards. For SC/ST candidates the qualifying marks would be 65% in the 12th class / qualifying examination. 

List of Qualifying Examinations 
i. The final examination of the 10+2 system, conducted by any recognized central/ State Board, such as Central Board of Secondary Education, New Delhi; Council for the Indian School Certificate Examinations, New Delhi; etc. 

ii. Intermediate or two-year Pre-University examination conducted by a recognized Board/ University. 
iii. Final examination of the two-year course of the Joint Services Wing of the National Defense Academy 
iv. Senior Secondary School Examination conducted by the National Institute of Open Schooling with a minimum of five subjects. 
v. Any Public School/ Board/ University examination in India or in any foreign country recognized as equivalent to the 10+2 system by the Association of Indian Universities (AIU). 
Vi. Higher Secondary Certificate Vocational Examination. 
vii. A Diploma recognized by AICTE or a State board of technical education of at least 3 year duration. 
viii. General Certificate Education (GCE) examination (London/Cambridge/Sri Lanka) at the Advanced (A) level. 
ix. High School Certificate Examination of the Cambridge University or International Baccalaureate Diploma of the International Baccalaureate Office, Geneva. "
Will the application of JEE (main) -2019 be rejected if a candidate have filled duplicate forms?,"We will accept only one Application Form and Admit card will be issued on only single Application Form. 
More than one application i.e. Multiple application forms submitted by a candidate will be rejected "
The candidate is asking for State of Eligibility for JEE (main) -2020 Examination?,"State code of eligibility means the code of the State from where the candidate has passed Class XII (or equivalent) qualifying examination by virtue of which the candidate becomes eligible to appear in JEE (Main) 2020. It is important to note that the State code of eligibility does NOT depend upon the native place or the place of residence of the candidate. For example, if a candidate appears for the Class XII examination in New Delhi and is a resident of NOIDA, Uttar Pradesh, the candidate’s State code of eligibility will be that of Delhi and NOT that of Uttar Pradesh. 
If a candidate has passed Class XII (or equivalent) qualifying examination from one State but appeared for improvement from another State, the candidate’s State code of eligibility will be from where the candidate first passed the Class XII (or equivalent) examination and NOT the State from where the candidate has appeared for improvement. 
Candidate passed/appearing class 12th from NIOS should select the State of Eligibility according to the State in which the study centre is located. For Indian nationals passing the Class XII (or equivalent) examination from an institution abroad, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. 
For Indian nationals passing the Class XII (or equivalent) examination from Nepal/Bhutan, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. 
The State code of eligibility of OCI/PIO passing Class XII (or equivalent) examination in India is at par with Indian nationals. However, OCI/PIO passing the Class XII (or equivalent) examination from an institution abroad are eligible for Other State quota seats or All India quota seats (but NOT for Home State quota seats) in all NITs, IIEST and Other-CFTI "
The candidate is asking for the provisions in PWD?,"Provisions for Persons with Disabilities: 

Persons with benchmark disabilities (PwD) means a person with not less than forty percent (40%) of a specified disability where specified disability has not been defined in measurable terms and includes a person with disability where specified disability has been defined in measurable terms, as certified by the certifying authority. 
“Specified Disability” means the disabilities as specified in the Schedule of the RPwD Act 2016.The categories of 
disabilities are: 
(i) Blindness and low vision 
(ii) Deaf and hard of hearing 
(iii) Locomotor disability including cerebral palsy, leprosy cured, dwarfism, acid attack victims and muscular dystrophy 
(iv) Autism, intellectual disability, specified learning disability and mental illness, and 
(v) Multiple disabilities from amongst persons under clauses (i) to (iv) 
(vi) Other ‘specified disabilities’ mentioned in the Schedule of the RPwD Act 2016. 

Please refer to Office Memorandum issued by Ministry of Social Justice & Empowerment dated 29 August 2018 (F.No.34-02/2015-DD-III), guideline IV, second paragraph. 

The facility of Scribe/Reader/Lab Assistant should be allowed to any person with benchmark disability as defined under section 2(r) of the RPwD Act, 2016 and has limitation in writing including that of speed if so desired by him/her. 

In case of persons with benchmark disabilities in the category of blindness, Locomotor disability (both arm affected-BA) and cerebral palsy, the facility of scribe/reader/lab assistant shall be given, if so desired by the person. 
In case of other category of persons with benchmark disabilities, the provision of scribe/reader/lab assistant can be allowed on production of a certificate to the effect that the person concerned has physical limitation to write, and scribe is essential to write examination on his behalf, from the Chief Medical Officer/Civil Surgeon/Medical Superintendent of a Government health care institution as per Performa at Appendix I. 

The order further allows the candidate to opt for their own scribe/reader provided the qualification of the scribe is one step below the qualification of the candidate taking the examination. The candidate with bench-mark disabilities opting for their own scribe/reader should submit details of their own scribe as per performa at Appendix II 

Twenty minutes per hour compensatory time as per duration of examination will also be allowed to the candidates who are availing the facility of scribe/reader/lab assistant. 

Important Note: The reservation policy, as announced by the government from time to time will be followed by the admitting institutes. The candidates are advised to look for the details at the time of admission "
The candidate is asking for No. of Subjects and Improvement in Class XII appearing and Year of Qualification?,"Course Required Criteria based on Class 12th / Equivalent qualifying Examination 
B.E/B.TECH. Passed qualifying examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry/Biotechnology/Biology/ Technical Vocational subject. 
B.ARCH. Passed qualifying examination with Mathematics, Physics, Chemistry 
B.PLANNING Passed qualifying examination with Mathematics 

If you are writing improvement in 01 or more subjects then the percentage will be calculated by considering maximum marks in the subject from both the years. In case, you are giving improvement in all the five subjects, individual best score in subject will not be taken, complete best year performance will be taken (either 2018 or 2019). 
The verification of academic/cast certificates etc. documents would be done at the time of Seat Allocation Process/admission. "
The candidate is asking for the image size and instructions for applying in JEE (Main) -2020?,"Candidates are advised to upload the photograph and signature in the following format 
(a) The recent photograph should be coloured or black/white (but clear contrast). 
(b) Scanned photograph and signature should be in JPG/JPEG format. 
(c) Size of scanned photograph should be between 10 kb to 200 kb. 
(d) Size of scanned signature should be between 4 kb to 30 kb. 
Note: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours. 
Photograph without name and date is also accepted but photograph should be latest 
For more details kindly read the Information Bulletin of January JEE (Main)-2020 "
The candidate is asking for reservation system and category while applying in JEE (Main) -2020?,"As per Government of India rules candidates belonging to certain categories are admitted to seats reserved for them based on relaxed criteria. These categories are:

General-EWS
Other Backward Classes (OBC) Non Creamy Layer (NCL)
Scheduled Castes (SC)
Scheduled Tribes (ST)
Persons with Disability (PwD) with 40% or more disability

Benefit of reservation for admission to NITs/IIITs and CFTIs shall be given only to those classes/castes/tribes which are in the respective central list published by the Govt. of India. For admission to State Engineering colleges who have opted for admission through JEE (Main)-2020, the reservation rules of that State shall apply. The letter/e-mails/grievances/RTI cases/Court cases regarding reservation criteria will not be entertained by NTA. 

The reservation policy as announced by the government from time to time and applicable to the admitting institutes will be used. The Candidates are advised to look for details at the time of admission.
For more details kindly read the Information Bulletin of JEE (Main)-2020."
Is there any change in the syllabus of JEE (Main) 2020?,There is no any change in the syllabus of JEE(Main)-2020
Which Browser is to be used for applying the online application of JEE (main) - 2020 Examination?,": Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application and fees payment. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours"
Is it necessary to appear in JEE (Main) Examination twice?,If the candidate will appear in both (January and April) the exam. It would be count one attempt
What will be the pattern of examination?,For more details kindly see “SCHEDULE OF EVENTS WITH DATES” of Information Bulletin of JEE (Main)-2020.
Why option for a Date and Shift is not given in JEE (Main) -2020?,"It is informed that the allotment of Centre, Date and Shift will be randomly done through computer software as per the decision taken by NTA, after the closure of the Application Date."
Can I use a calculator in online examination conducted by NTA?,"Candidates shall maintain perfect silence and attend to their Question Paper only. Any conversation or gesture or disturbance in the Examination Room/Hall shall be deemed as misbehavior. If a candidate is found using unfair means or impersonating, his/her candidature shall be cancelled and he/she will be liable to be debarred for taking examination either permanently or for a specified period according to the nature of offence. 

Candidates are not allowed to carry any textual material, Calculators, Docu Pen, Slide Rules, Log Tables, and Electronic Watches with facilities of calculator, printed or written material, and bits of papers, mobile phone, pager or any other device, except the Admit Card and ID proof inside the Examination Room/Hall. If any candidate is in possession of any of the above item, his/her candidature will be treated as unfair means and his/her current examination will be cancelled & he/she will also be debarred for future examination(s) & the equipment will be seized. 

The Candidates, especially those who are carrying the barred items, including the metallic objects such as Kara and Kirpan etc., should report their respective Examination Centers one and half hour before the gate closing time, for ensuring timely checking/frisking and entry to the Examination Hall. 

If upon screening at the Examination Centre, it is discovered that any candidate is actually carrying, within the ‘Kara’ and ‘Kirpan’, a suspect device, he/she may be asked not to take it in the Examination Hall (as directed by the Hon’ble Delhi High Court vide its Order dated 03.05.2018). The decision of NTA on unfair means will be final and no correspondence will be entertained in this regard "
I have no access to a computer and no experience with online examination. How can I prepare for the examination?,"National Testing Agency (NTA) has established a network of Test Practice Centres spread all over India to help the students aspiring to appear in examinations to be conducted by the NTA from 2019 onwards. The students can practice and train themselves before the examination for the “Computer Based Test (CBT)” mode of examinations. 

The experienced, qualified and professional Nodal officer and staff available at the TPC will help and motivate the students to clear their doubts and solve problems and to make them familiar with the CBT mode of examinations. 

For details see the NTA Websites: www.nta.ac.in / https://www.ntatpcsr.in/login/ "
How can I recover my Application No?,"Kindly reset your Application No. from the link given below: 

https://testservices.nic.in/examsys/ForgotPassword/ForgetRegistration.aspx"
How can I reset my Password?,"Kindly reset your password from the link given below: 

https://testservices.nic.in/examsys/ForgotPassword/PwdResetOptno.aspx"
What is the 20 percentile?,"Eligibility for Admission to NITs, IIITs and CFTIs participating through Central Seat Allocation Board: 
Admission to B.E. / B.Tech / B.Arch / B.Planning. Courses in NITs, IIITs and CFTIs participating though Central Seat Allocation Board will be based on All India Rank subject to the condition that the candidate should have secured at least 75% marks in the 12thclass examination, or be in the top 20 percentile in the 12th class / Qualifying examination conducted by the respective Boards. For SC/ST candidates the qualifying marks would be 65% in the 12th class / qualifying examination. "
How can I remove discrepancy in images?,"If there is any discrepancy found in the images, a message will be sent to candidate’s registered mobile number and link will be provided to correct the images in their login. "
How many relaxation for EWS category?,"For admission to a participating institute, please see the reservations applicable in that particular institute. In case of institutes run by Central Government,10% of the seats are reserved for Category General-Economically Weaker Section(GEN-EWS), 15% of the seats are reserved for the category Scheduled Caste (SC), 7.5% for the category Scheduled Tribe (ST) and 27% for the category Other Backward Classes belonging to the “ Non Creamy layer” (OBC-NCL). Each category will have 5% reservations for Persons with Disabilities (PwD) as defined in The Rights of Persons with Disabilities Act, 2016 (RPwD Act 2016)."
What is EWS Category?,It is Economically weaker section
What is the minimumdisability percentage for PWD candidate?,Persons with Disability (PwD) with 40% or more disability
How can I make my PWD certificate?,"Gen-EWS, SC, ST, OBC and PwD candidates will be required to produce original certificate as per prescribed formats issued by the competent authority at the time of Seat Allocation Process as well as at the time of admission, failing which they will not be considered for admission."
How can I make my EWS category certificate?,"Gen-EWS, SC, ST, OBC and PwD candidates will be required to produce original certificate as per prescribed formats issued by the competent authority at the time of Seat Allocation Process as well as at the time of admission, failing which they will not be considered for admission."
What is the dress code?,There is no provision for dress code of January JEE(Main) -2020
Is it necessary to take a color print out of Admit Card?,Kindly follow the instructions given in the Admit card
Is it necessary to carry a same passport size photo at the exam center?,YES
What is the process of Normalization?,"The process of Normalization is an established practice for comparing candidate scores across multi session papers and is similar to those being adopted in other large educational selection tests conducted in India. For normalization across sections, NTA shall use the percentile equivalence. Percentile Scores: Percentile scores are scores based on the relative performance of all those who appear for the examination. Basically the marks obtained are transformed into a scale ranging from 100 to 0 for each session of examinees. The Percentile Score indicates the percentage of candidates that have scored EQUAL TO OR BELOW (same or lower raw scores) that particular Percentile in that examination. Therefore the topper (highest score) of each session will get the same Percentile of 100 which is desirable. The marks obtained in between the highest and lowest scores are also converted to appropriate Percentiles. 
The Percentile score will be the Normalized Score for the examination (instead of the raw marks of the candidate) and shall be used for preparation of the merit lists. The Percentile Scores will be calculated up to 7 decimal places to avoid bunching effect and reduce ties. The Percentile score of a Candidate is calculated as follows: 100 X Number of candidates appeared in the „Session‟ with raw score EQUAL TO OR LESS than the candidate Total number of the candidates appeared in the ‟Session‟ Note: The Percentile of the Total shall NOT be an aggregate or average of the Percentile of individual subject. Percentile score is not the same as percentage of marks obtained "
Can I carry a geometry box at the Exam center?,"Candidates shall maintain perfect silence and attend to their Question Paper only. Any conversation or gesture or disturbance in the Examination Room/Hall shall be deemed as misbehavior. If a candidate is found using unfair means or impersonating, his/her candidature shall be cancelled and he/she will be liable to be debarred for taking examination either permanently or for a specified period according to the nature of offence. 

Candidates are not allowed to carry any textual material, Calculators, Docu Pen, Slide Rules, Log Tables, and Electronic Watches with facilities of calculator, printed or written material, and bits of papers, mobile phone, pager or any other device, except the Admit Card and ID proof inside the Examination Room/Hall. If any candidate is in possession of any of the above item, his/her candidature will be treated as unfair means and his/her current examination will be cancelled & he/she will also be debarred for future examination(s) & the equipment will be seized. 

The Candidates, especially those who are carrying the barred items, including the metallic objects such as Kara and Kirpan etc., should report their respective Examination Centers one and half hour before the gate closing time, for ensuring timely checking/frisking and entry to the Examination Hall. 

If upon screening at the Examination Centre, it is discovered that any candidate is actually carrying, within the ‘Kara’ and ‘Kirpan’, a suspect device, he/she may be asked not to take it in the Examination Hall (as directed by the Hon’ble Delhi High Court vide its Order dated 03.05.2018). The decision of NTA on unfair means will be final and no correspondence will be entertained in this regard. "
Can I carry a water bottle at the exam center?,"Candidates shall maintain perfect silence and attend to their Question Paper only. Any conversation or gesture or disturbance in the Examination Room/Hall shall be deemed as misbehavior. If a candidate is found using unfair means or impersonating, his/her candidature shall be cancelled and he/she will be liable to be debarred for taking examination either permanently or for a specified period according to the nature of offence. 

Candidates are not allowed to carry any textual material, Calculators, Docu Pen, Slide Rules, Log Tables, and Electronic Watches with facilities of calculator, printed or written material, and bits of papers, mobile phone, pager or any other device, except the Admit Card and ID proof inside the Examination Room/Hall. If any candidate is in possession of any of the above item, his/her candidature will be treated as unfair means and his/her current examination will be cancelled & he/she will also be debarred for future examination(s) & the equipment will be seized. 

The Candidates, especially those who are carrying the barred items, including the metallic objects such as Kara and Kirpan etc., should report their respective Examination Centers one and half hour before the gate closing time, for ensuring timely checking/frisking and entry to the Examination Hall. 

If upon screening at the Examination Centre, it is discovered that any candidate is actually carrying, within the ‘Kara’ and ‘Kirpan’, a suspect device, he/she may be asked not to take it in the Examination Hall (as directed by the Hon’ble Delhi High Court vide its Order dated 03.05.2018). The decision of NTA on unfair means will be final and no correspondence will be entertained in this regard. "
How can I correct my some of the particular(s) of the Application form?,"An opportunity after a week of last date will be given to the candidates who have paid their fees and completed all the steps for such corrections, if any. The Correction in particulars of Application Form will be done through website (login with Application No. & Password) only from 11.10.2019 to 17.10.2019. No correction will be allowed thereafter. It is a onetime correction facility to the candidates to avoid any hardship to them, the candidates are informed to undertake the correction(s) very carefully as no further chance will be given. Moreover any changes in the correction have to be done online & cannot be sent in the form of hard copy/email /by hand /by post. 
For more details kindly see “SCHEDULE OF EVENTS WITH DATES” of Information Bulletin of JEE (Main)-2020. "
How can I change my Exam center?,"An opportunity for correction / change of Examination City will be given to the candidates from 11.10.2019 to 17.10.2019 who have paid their fees and completed all the steps of Online Application Form. It is a onetime facility and no correction will be allowed thereafter, no request for any type of correction in application form will be entertained in a form of hard copy/email /letter by hand or by post. For more details kindly read the Information Bulletin of January JEE (Main)-2020."
How can I change my Exam date and shift?,"The centre, date and shift allotted to the candidates for the JEE (Main)-2020 Examination by NTA is final. No changes will be made in the same."
Is itnecessary to upload any certificate during the submission of Application form?,"NTA is only examination conducting body, Certificate is not to be uploaded in the JEE (Main) Portal. "
How can I download my confirmation page?,The candidates are required to check the status of fee payment at JEE (Main) website (nta.nic.in) and take the printout of Confirmation Page. 
How can I get my money back if I have made the payment multiple time?,"For cancelled/Multiple payment transactions, the amount will automatically be refunded by the concerned Bank to concerned credit/debit card. The candidate has to pursue with the concerned bank for refund. The Contact Details of all Banks in available on the Website 
For more details kindly read the Information Bulletin of January JEE (Main)-2020. "
How can I download my Admit card?,rinting of Admit Cards from NTA’s website on 06.12.2019
What are the eligibility criteria for Paper-2?,"Eligibility for Admission to NITs, IIITs and CFTIs participating through Central Seat Allocation Board: 
Admission to B.E. / B.Tech / B.Arch / B.Planning. Courses in NITs, IIITs and CFTIs participating though Central Seat Allocation Board will be based on All India Rank subject to the condition that the candidate should have secured at least 75% marks in the 12thclass examination, or be in the top 20 percentile in the 12th class / Qualifying examination conducted by the respective Boards. For SC/ST candidates the qualifying marks would be 65% in the 12th class / qualifying examination. 


The eligibility criteria decided by the Council of Architecture for admission to B.Arch. course other than NITs, IIITs, CFTIs: 
“No candidate shall be admitted to architecture course unless she/he has passed an examination at the 
end of the qualifying examination with 50% marks in Physics, Chemistry and Mathematics and also 50% 
marks in aggregate of the qualifying examination”. 

For B.Planning, the candidates should have passed qualifying examination with 50 % marks in Mathematics and 50% marks in aggregate of the qualifying examination. 




Subject combinations required in the qualifying examination for admission to B.E./B.Tech, B.Arch and B.Planning Courses in NITs, IIITs, and other CFTIs shall be as under "
What type of Identification can we use during the submission of Application form?,"Any one of the authorized photo IDs (must be original, valid and non-expired) – PAN card/ Driving License/ Voter ID/ Passport/ Aadhaar Card (With photograph)/E-Aadhaar with photograph/ Ration Card with photograph/ 12th Class Board Admit Card with photograph/ Bank Passbook with Photograph"
Who's the counselling body of JEE (main)?,"Eligibility for Admission to Other Institutions: 
The above mentioned policy could also be adopted by other Technical Institutions participating in counselling through JoSAA/CSAB. In case a State opts to admit students in the engineering Colleges affiliated to State Universities, the State may prepare separate rank list based on criteria decided by them. 

Number of seats in various institutions: 
For all admission related procedures/queries, the candidates are advised to refer the website of JoSAA, Central Seat Allocation Board (CSAB) or the concerned State government/institute after declaration of ranks of JEE (Main)–2020. "
Who's the conducting body of JEEadvance?,IIT Roorkee
What is the web site of JEE (main)?,jeemain.nta.nic.in
What is reporting time of exam?,All details will be mentioned in Admit Card
What is the gate closing time?,All details will be mentioned in Admit Card
Is it necessary to carry id proof at exam center?,YES
"Can we correct the application form, particulars after the exam?","An opportunity after a week of last date will be given to the candidates who have paid their fees and completed all the steps for such corrections, if any. The Correction in particulars of Application Form will be done through website (login with Application No. & Password) only from 11.10.2019 to 17.10.2019. No correction will be allowed thereafter. It is a onetime correction facility to the candidates to avoid any hardship to them, the candidates are informed to undertake the correction(s) very carefully as no further chance will be given. Moreover any changes in the correction have to be done online & cannot be sent in the form of hard copy/email /by hand /by post. 
For more details kindly see “SCHEDULE OF EVENTS WITH DATES” of Information Bulletin of JEE (Main)-2020. 
NOTE: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application and fees payment. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours 
Regards, JEE (Main) Unit, 
NTA "
Can we change the center during the correction time period?,NO
What is the process to provide a scribe for pwd candidate?,"The facility of Scribe/Reader/Lab Assistant should be allowed to any person with benchmark disability as defined under section 2(r) of the RPwD Act, 2016 and has limitation in writing including that of speed if so desired by him/her. 

In case of persons with benchmark disabilities in the category of blindness, Locomotor disability (both arm affected-BA) and cerebral palsy, the facility of scribe/reader/lab assistant shall be given, if so desired by the person. 
In case of other category of persons with benchmark disabilities, the provision of scribe/reader/lab assistant can be allowed on production of a certificate to the effect that the person concerned has physical limitation to write, and scribe is essential to write examination on his behalf, from the Chief Medical Officer/Civil Surgeon/Medical Superintendent of a Government health care institution as per performa at Appendix I. 

The order further allows the candidate to opt for their own scribe/reader provided the qualification of the scribe is one step below the qualification of the candidate taking the examination. The candidate with bench-mark disabilities opting for their own scribe/reader should submit details of their own scribe as per performa at Appendix II 

Twenty minutes per hour compensatory time as per duration of examination will also be allowed to the candidates who are availing the facility of scribe/reader/lab assistant. "
Can we take a scribe with self at examination center?,"The facility of Scribe/Reader/Lab Assistant should be allowed to any person with benchmark disability as defined under section 2(r) of the RPwD Act, 2016 and has limitation in writing including that of speed if so desired by him/her. 

In case of persons with benchmark disabilities in the category of blindness, Locomotor disability (both arm affected-BA) and cerebral palsy, the facility of scribe/reader/lab assistant shall be given, if so desired by the person. 
In case of other category of persons with benchmark disabilities, the provision of scribe/reader/lab assistant can be allowed on production of a certificate to the effect that the person concerned has physical limitation to write, and scribe is essential to write examination on his behalf, from the Chief Medical Officer/Civil Surgeon/Medical Superintendent of a Government health care institution as per performa at Appendix I. 

The order further allows the candidate to opt for their own scribe/reader provided the qualification of the scribe is one step below the qualification of the candidate taking the examination. The candidate with bench-mark disabilities opting for their own scribe/reader should submit details of their own scribe as per performa at Appendix II 

Twenty minutes per hour compensatory time as per duration of examination will also be allowed to the candidates who are availing the facility of scribe/reader/lab assistant. "
Is it necessary to mention STD code with telephone number?,"This field in not mandatory, you can leave it empty in Application form."
Is it necessary to mention 10th class roll number?,YES
Is it necessary to mentioned 12th class roll number?,No need to fill roll no. for appearing candidate of January JEE (Main) -2020.
What is the criteria for foreign candidate?,"State code of eligibility means the code of the State from where the candidate has passed Class XII (or equivalent) qualifying examination by virtue of which the candidate becomes eligible to appear in JEE (Main) 2020. It is important to note that the State code of eligibility does NOT depend upon the native place or the place of residence of the candidate. For example, if a candidate appears for the Class XII examination in New Delhi and is a resident of NOIDA, Uttar Pradesh, the candidate’s State code of eligibility will be that of Delhi and NOT that of Uttar Pradesh. 
If a candidate has passed Class XII (or equivalent) qualifying examination from one State but appeared for improvement from another State, the candidate’s State code of eligibility will be from where the candidate first passed the Class XII (or equivalent) examination and NOT the State from where the candidate has appeared for improvement. 
Candidate passed/appearing class 12th from NIOS should select the State of Eligibility according to the State in which the study centre is located. For Indian nationals passing the Class XII (or equivalent) examination from an institution abroad, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. 
For Indian nationals passing the Class XII (or equivalent) examination from Nepal/Bhutan, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. 
The State code of eligibility of OCI/PIO passing Class XII (or equivalent) examination in India is at par with Indian nationals. However, OCI/PIO passing the Class XII (or equivalent) examination from an institution abroad are eligible for Other State quota seats or All India quota seats (but NOT for Home State quota seats) in all NITs, IIEST and Other-CFTI "
Is it necessary to apply for both paper?,NO
Is it necessary to mention passing year of 10th class in the JEE(Main) Application form? ,YES
Is it necessary to choose 4 exam city?,YES
How can a candidate fill his/her roll number if a candidate is applying as a appearing candidate?,No need to fill roll no. for appearing candidate of January JEE (Main) -2020.
How can a candidate convert percentile into the marks given in the score card of JEE(Main)?,Conversion from Percentile to Marks is not Possible
What is the date of result declaration of January JEE (Main) -2020?,KIndly read the Information bulletin of January J
What are the fee criteria for the Answer Key Challenge?,"After the January JEE (Main)-2020 examinations, the NTA will display provisional Answer Keys & Question Paper attempted by the candidate on the NTA’s websites www.nta.ac.in , www.nta.nic.in and jeemain.nta.nic.in The date shall be displayed on the NTA’s website for the same.

The challenge of provisional answer keys will be accepted online only through the link available on the websites www.jeemain.nta.nic.in and www.nta.nic.in on payment of a processing fee of Rs.1000/- per question. The fee can be paid by credit/debit card/Net banking/UPI/PAYTM service. The fee once paid is non-refundable. The NTA’s decision on the challenges shall be final and no further communication will be entertained.

The subject experts will examine all the challenges received and then a final answer key will be displayed and declared.
The result will be compiled on the basis of this final answer key declared. No grievance with regard to answer key(s) after declaration of result of January JEE (Main)- 2020 will be entertained.
b) Evaluation of multiple choice questions of B.E./B.Tech , B.Arch and B.Planning will be carried out using final answer keys and the raw (actual) marks obtained by a candidate will be considered further for computation of the result of January JEE (Main)-2020.
c) For multi-shift papers, raw marks obtained by the candidates in different shifts/sessions will be converted to NTA Score. 
d) The detailed procedure based on NTA Score being adopted is available on NTA’s website."
How can Candidate get his/her money back when the challenge is correct?,The challenge of provisional answer keys will be accepted online only through the link available on the websites jeemain.nta.nic.in and nta.nic.in on payment of a processing fee of Rs.1000/- per question. The fee can be paid by credit/debit card/Net banking/UPI/PAYTM service. The fee once paid is non-refundable. The NTA’s decision on the challenges shall be final and no further communication will be entertained.
Is there any provision for re-valuation/re-checking of the Score?,There is no provision for re-valuation of the score.
Is there any provision for re-valuation/re-checking of the Drawing Sheet?,There is no provision for re-valuation of the Drwaing sheet.
What are the Percentage criteria for B. planning Candidate?,"Eligibility for Admission to NITs, IIITs and CFTIs participating through Central Seat Allocation Board: 
Admission to B.E. / B.Tech / B.Arch / B.Planning. Courses in NITs, IIITs and CFTIs participating though Central Seat Allocation Board will be based on All India Rank subject to the condition that the candidate should have secured at least 75% marks in the 12thclass examination, or be in the top 20 percentile in the 12th class / Qualifying examination conducted by the respective Boards. For SC/ST candidates the qualifying marks would be 65% in the 12th class / qualifying examination. 


The eligibility criteria decided by the Council of Architecture for admission to B.Arch. course other than NITs, IIITs, CFTIs: 
“No candidate shall be admitted to architecture course unless she/he has passed an examination at the 
end of the qualifying examination with 50% marks in Physics, Chemistry and Mathematics and also 50% 
marks in aggregate of the qualifying examination”. 

For B.Planning, the candidates should have passed qualifying examination with 50 % marks in Mathematics and 50% marks in aggregate of the qualifying examination. 




Subject combinations required in the qualifying examination for admission to B.E./B.Tech, B.Arch and B.Planning Courses in NITs, IIITs, and other CFTIs shall be as under. "
What is the process of frisking at examination center?,"Candidates shall maintain perfect silence and attend to their Question Paper only. Any conversation or gesture or disturbance in the Examination Room/Hall shall be deemed as misbehavior. If a candidate is found using unfair means or impersonating, his/her candidature shall be cancelled and he/she will be liable to be debarred for taking examination either permanently or for a specified period according to the nature of offence. 

Candidates are not allowed to carry any textual material, Calculators, Docu Pen, Slide Rules, Log Tables, and Electronic Watches with facilities of calculator, printed or written material, and bits of papers, mobile phone, pager or any other device, except the Admit Card and ID proof inside the Examination Room/Hall. If any candidate is in possession of any of the above item, his/her candidature will be treated as unfair means and his/her current examination will be cancelled & he/she will also be debarred for future examination(s) & the equipment will be seized. 

The Candidates, especially those who are carrying the barred items, including the metallic objects such as Kara and Kirpan etc., should report their respective Examination Centers one and half hour before the gate closing time, for ensuring timely checking/frisking and entry to the Examination Hall. 

If upon screening at the Examination Centre, it is discovered that any candidate is actually carrying, within the ‘Kara’ and ‘Kirpan’, a suspect device, he/she may be asked not to take it in the Examination Hall (as directed by the Hon’ble Delhi High Court vide its Order dated 03.05.2018). The decision of NTA on unfair means will be final and no correspondence will be entertained in this regard. "
How can a Candidate Register for Mock test?,"National Testing Agency (NTA) has established a network of Test Practice Centres spread all over India to help the students aspiring to appear in examinations to be conducted by the NTA from 2019 onwards. The students can practice and train themselves before the examination for the “Computer Based Test (CBT)” mode of examinations. 

The experienced, qualified and professional Nodal officer and staff available at the TPC will help and motivate the students to clear their doubts and solve problems and to make them familiar with the CBT mode of examinations. 

For details see the NTA Websites: www.nta.ac.in / https://www.ntatpcsr.in/login/ "
What is the last date for fee submission of January JEE (Main) 2020?,The last date of Payment is 01.10.2019
What is the background Color of a Candidate Photograph?,"Candidates are advised to upload the photograph and signature in the following format 
(a) The recent photograph should be coloured or black/white (but clear contrast). 
(b) Scanned photograph and signature should be in JPG/JPEG format. 
(c) Size of scanned photograph should be between 10 kb to 200 kb. 
(d) Size of scanned signature should be between 4 kb to 30 kb. 
Note: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours. 
Photograph without name and date is also accepted but photograph should be latest 
For more details kindly read the Information Bulletin of January JEE (Main)-2020. "
